,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
382,263728,263729,B000GAZ0QI,AIXJB96GHYC0Y,HawaiiGirl,0,0,4,1324944000,Great deal,"These bars are one of the best tasting when it comes to gluten free, healthy-ish protein bars.  The free shipping is great and the price per bar comes out to almost half of what it costs here in Hawaii.  The dark chocolate is a little too sweet, but free shipping.  The creamy peanut butter is great.  My favorite is chocolate fudge, but since there is no free shipping, I just buy one or two bars when it goes on sale in Hawaii as a treat.",2.2533840194512107e-06
1139,215650,215651,B0000DGFA9,A2V7A7W8FFVD8F,P. Allen,3,3,3,1207180800,"Looks good, not great","This is my first bonsai.  I will try to update this review periodically with more information.<br /><br />The plant arrived in good condition and well watered.  Mine does not look  like the picture.  It is definitely a lot more sparse and less ""natural"" looking.  I'm hoping that some pruning will fix that over time.  It also lost a few leaves on the first day, but seems to have really come alive after being watered and given sunlight.  I'm sure 3 days in a box can't be too healthy for it.<br /><br />As other reviewers have mentioned, there are two holes at the bottom of the pot, so you'll need to figure out a way to deal with the water which leaks out.<br /><br />Update 9/23/2008:  I would bump this review up to 4 stars, but Amazon won't let me.  The plant still hasn't filled out much more and still does not look as good as the picture, but it has remained remarkably healthy with very little effort.  I've kept it at my desk at work where it receives little if any sunlight.  Watering it twice a week and occasionally moving it near a window for a weekend has kept it very healthy and green.  I've received lots of positive comments from co-workers.",2.3452707615094163e-05
167,349263,349264,B000CQC064,A3PEE9UC426VVS,Anonymous1,0,0,5,1212278400,Absolutely splendid Earl Grey taste,Absolutely splendid taste and worthy of the Earl Grey name.  This Double Earl brand is a bit stronger than the traditional Bigelow Earl Grey.,2.2533840194512107e-06
218,215223,215224,B002N3EIT6,A1SRYW1TWR5EKG,A. Chamish,1,1,3,1271203200,"Ok... but not so great...could be fresh, too...!",I just came back from Israel.... this product is far fresher when bought off the supermarket shelf and even better when bought in bulk at a peanuts and nuts specialty store....The product tasted like it was occupying storage shelves for quite a while,2.3452707615094163e-05
429,44320,44321,B0006UIJVG,A1TBCAEI9RFDVX,Avi,0,0,1,1350864000,didn't get what i asked for,"the one i got says ""cleanse"" on the box, I don't know what it means, but I know that I picked the one that doesn't say ""cleanse"" on the box. i'm all the more angry because that one costs way cheaper. and all the more am i angry because i'm not going to bother to go through the refund process. plus it took it ages to arrive",1.2193337560357022e-05
1276,312152,312153,B002L2MGAC,AACM6GOH726T6,CheekeyMonkey,1,1,1,1323993600,Dusty Tea,"I was so excited when I ordered this tea, I couldn't wait to try it.  When I opened it and sniffed it, I noticed there wasn't really an aroma.  Most teas have an aroma.  When I started putting the tea into my little tea ball it wasn't at all like other loose teas that I have had.  It's all crushed and dusty.  There is absolutely no flavor to this tea.  I am really disappointed, especially since other people seem to love it.",1.2193337560357022e-05
1026,405733,405734,B005K4Q4LK,A2F3GSVMX6GUQ0,Gaby,2,2,1,1330041600,Horrible,"Horrible flavor, horrible taste. I would like my money back.<br /><br />I was so excited when I saw the product and as soon as the package was delivered made a cup of hazelnut cappuccino... what a huge disappointment.",1.2193337560357022e-05
401,380889,380890,B005LXGGH2,A2HL2BY512HTVQ,Starsy,2,2,3,1324598400,Just like Nature Valley Bars,They taste and look exactly like Nature Valley Bars. Also note the 10-count box is 5 packages of 2 thin bars. I would rather get the Nature Valley--they're cheaper and taste the same.,2.3452707615094163e-05
938,339887,339888,B001M0502K,AM5D5XXG2SL8U,Bryan,1,1,4,1297036800,"Not too sweet, not too shabby","I remember my grandmother always carrying around candies in a tin shaped like raspberries or something. I purchased these since they looked similar. They aren't fruit-shaped but are round and are very much smaller than the ones I remember (little smaller than the end of my pinky finger). The three flavors do taste similar, but you can distinguish them from one another. I did like that they weren't too sweet like most of the hard candy you find in the store. Plenty of candies in a tin, would purchase again and recommend to others who want slightly sweet and flavorful hard candy.",2.2533840194512107e-06
1074,111281,111282,B000EH2QUQ,A2D2594XMQKWFD,"T. Bechtel ""IdleStory""",0,0,4,1223424000,Salmon Skin Roll,"We have used other Snack 21 items for years, but wanted to try the skin roll.  Our dog is small, but he ate the roll up in two sessions.  Thinking back, I should have cut it down for him.",2.2533840194512107e-06
1047,19026,19027,B00375LB6C,A2JQ32S2QX5FAB,Green Gables,0,0,5,1317254400,Classic Jimmies!,"Good quality sprinkles.  Pricing seems pretty decent.  Love the way they make my cupcakes look - takes me back to my elementary school days, long ago!  Only gripes: the ""partially-hydrogenated"" ingredient and non-resealable bag.  By the way, the advertised bag looks completely different than the one you get - it's not black.  Tastes like classic Jimmies too and isn't so sweet that it'll over-sweeten your frosting.",2.2533840194512107e-06
26,193332,193333,B004G5ZYVA,AE86YGO58RQ8C,A. Scribner,1,5,1,1319068800,Gigantic Waste of Money,Don't bother with these....dogs go through them so fast! I have a small boxer that chewed an entire antler in 1.5 hours and the darn thing cost $20!,1.2193337560357022e-05
884,284613,284614,B000EYNE82,A1CNMLLMYNE26K,L. Plank,0,1,1,1162598400,Sensible Foods Crunch Dried Snacks,"These are probably sensible but taste awful, you can't even tell which fruit you are eating, yuckkkkkkkkkkkkkkkk.",1.2193337560357022e-05
979,144375,144376,B004MVUAWQ,A1VF0WBEJMV12S,"Rougy ""NewMan""",0,0,3,1349568000,Asi-Asi,"It was worth a try.  It's good, but not as good as I thought it would be for the price.<br /><br />I've heard people rave about this brand of coffee, so maybe I got a mediocre batch.",2.3452707615094163e-05
170,502980,502981,B000VVT9IC,A3QDITMY3OOYRP,L. BLOUIN,0,1,1,1286668800,"Broke my dog's tooth! Buyer beware! Sharp edges, too.","If you look at my reviews, you will see that I love buying treats for my doggies and recommend many great treats. However, these were way too hard and sharp! I was a bit worried when I gave them to my doggies, and it turned out that I was right to be worried, because my terrier mix broke a tooth which needs to be extracted now. Buyer beware!",1.2193337560357022e-05
23,36527,36528,B004CLCEDE,A1490UHDLB1GX8,Rella,0,0,1,1327968000,These are horrible-thought I cancelled these last week. Will send back@!,"Miracle Noodle Shirataki Angel Hair Pasta, 7-Ounce Packages (Pack of 6)<br />These are horrible-to the point of gag refles. Believe I cancelled last week so was shocked to see more was shipped out. Will be returning.... Loretta",1.2193337560357022e-05
106,99281,99282,B0009ETA76,A267R69SM2IE6M,Alina,0,1,3,1307836800,I think it helped a little bit,"I think this product helped a little bit, but the milk ""production"" slows down once you stop taking the vitamins.",2.3452707615094163e-05
886,204323,204324,B000V0DHBS,A3GPEZXCO3PUTI,"Sharon Belko ""bmrgal""",1,5,1,1202428800,Chunky Monkey stuff,The product tasted terrible and the pineapple version made the whole inside of my mouth raw.  I couldn't even give the stuff away - nobody liked it at all!!! AND it's expensive!,1.2193337560357022e-05
1018,409286,409287,B000EFFTMU,A2GEZJHBV92EVR,History buff,0,0,3,1344384000,Not very good.,"Got a few of these for quick work lunches. I don't think they are very flavorful, though they are easy. I'd rather have a little flavor. I actually prefer the ramen noodles & the various asian noodle bowels to these.",2.3452707615094163e-05
221,213855,213856,B002RGUW1W,A3HFPOR83YWHF8,Lake Merced,1,1,1,1344556800,3 bad bags out of 6,"3 of the bags in the order are old and stale. The expiration date is a year away, they are not selling old product. Perhaps it is how they store the treats in the store or wharehouse. I have been buying Greenies for a decade. I have never encountered a bad bag of treats. 3 of the 6 bags in my order are obviously bad. My cat will not even mouth them. She eats the treats up like they are candy EXCEPT for the 3 bad bags. It is as if she knows there is something wrong with them. Just a quick sniff and she moves on. I will be going back to Petco. They are a few dollars more, but I have NEVER had a problem. 3 good bags she eats, three bad bags she won't touch... NOT a good deal... at all.",1.2193337560357022e-05
1,501601,501602,B0031TJ0X0,AVO6W8X22BH8Q,"Nat ""Nat""",3,4,3,1319500800,"Good, Not Great.","I was really excited about getting this tea. I have been attempting to eliminate bad foods and drinks from my diet so I thought this would be a good way to curb my chocolate cravings. The best thing about this tea is how it smells, it really is amazing. The flavor however is not so amazing. I do not know how someone could drink this without any kind of sweetener or milk added because it really does have a bitter taste. I added some sugar substitute to my tea as well as a small dollop of whipped cream. I enjoyed the taste of it after some doctoring but overall I do not think it is worth the nearly 15$ price tag. I am a fan of very dark chocolate but I had trouble with this. It seems very strong and likely to induce a stomach ache if one is not careful. I will have to be in a very specific mood to drink this again.",2.3452707615094163e-05
786,408780,408781,B002AQP30Y,A55PCTJ6NINET,"David K. Watson ""DKW""",1,1,3,1308787200,A disappointment,"I've liked Chex mix since the day you had to make it yourself. Chex Mix Sour Cream & Onion Snack is surprisingly bland. It does not much flavor, onion, sour creme, or anything else recognizable. I try to may spice up the remaining bags by shaking some onion powder into them. The Traditional, Bold, Barbecue, and Cheddar varieties all have more pronounced and identifiable flavors.",2.3452707615094163e-05
593,236414,236415,B0014GM4V2,A2XFFETFCW2A6K,Patricia A. Schiewe,0,46,1,1259798400,not for healing purposes,I ordered it for healing purposes and it has no energy in that direction so I have one pound of useless cinnamon,1.2193337560357022e-05
1143,163450,163451,B0002QX3Q0,A1LBIZLET9CW1I,J.L.,2,2,3,1339200000,Charlee Bear,"These are the perfect size for training but they are not to be confused with actual ""treats."" These are more like you-did-a-good-job-buddy tokens. My dog will eat them happily, but he does not get excited about them, and my dog gets very excited by most anything edible (and some things non-edible).<br /><br />I'd get them again, but only if the price was much lower than it currently is ($8.60). I think $3-4 would be a reasonable price for what you get.",2.3452707615094163e-05
356,362515,362516,B003JA5KKS,A7K55EQ7IVBFC,D. P. Corbett,0,0,2,1329177600,Disappointed,We have ordered this coffee on several occasions and have been happy with the it.  The most recent order seemed lacking in quality.  It was bitter and disappointing.,1.2193337560357022e-05
842,193021,193022,B003P02EX8,A2CTI9PIDJI9CW,ItsaSmallWorld,1,2,1,1330041600,Tastes bitter like baking soda!!! Blech!!!,"We bought this based on the ratings, and we were sorely disappointed. This was a complete waste of money. It arrived promptly and was packed well. But the first bottle we opened (tangerine) tasted like pure baking soda water - think alka seltzer. So I opened a bottle of a different flavor thinking maybe there was a problem at the bottling facility and the mixture was wrong on the tangerine batch. The second bottle (cherry) was just as bad as the first. Everyone who tried it spit it into the sink and walked around for a few seconds with sour looks on their faces. I will never buy this again and do not recommend it to others. I hope we just got a bad shipment, I can't imagine that so many people would drink this on purpose.",1.2193337560357022e-05
918,507306,507307,B002DHOTOQ,A2HRIVMWV7V5XK,"John F. Hamilton ""Scorpionjack""",0,0,2,1350432000,whole wheat Cheez it. Flop,"what can I say!  Come home from the commissary, thinking I would get some cheese and enjoy these new crackers.  What a huge disappointment,  lacking flavor to which is different to me then what I came to expect from cheez its.  The lasting flavor in the back of my mouth is almost vinegar flavored.  Would not buys these again.",1.2193337560357022e-05
440,326760,326761,B000A28TJ2,A2STZ646VQE8QI,anomalogue,1,3,5,1036540800,This is the best Camper Van Beethoven,"This is a  beautiful repackaging of Camper Van Beethoven's first three albums, plus a bunch of miscellaneous stuff. Each CD comes in a little cardboard cover just like the original record, which is sort of thrilling. To me, these three albums were, by far, the most exciting music Camper Van Beethoven ever released. After the 3rd album, they got caught up in that unfortunate late-80s quality pop songcraft thing, and it broke them. This stuff, though, is tossed out, sloppy, unprofessional, fun, and gorgeous. Don't get all that other stuff, get this.",2.2533840194512107e-06
1294,318396,318397,B001ELJJQ0,A29CDS3RSC7XZM,Carl Pagluica,0,0,4,1350950400,Reorder,"First one came out better than expected, reordered again. This is an easy way to make Good Wine at a reasonable price",2.2533840194512107e-06
152,32441,32442,B001AJ1ULS,A2FTRXRNDDROA1,Terry Wolff,3,4,1,1324684800,"Made in China, causes some concerns","I have been feeding these to our dog for years to help her with her joints, especially her hips. Ever since I started her on these as a treat, meaning I gave her one in the morning and another in the evening she regained her active self and they helped her get interested in her regular meals. It was a win, win situation for our finicky eater.<br /><br />However, I would like to note, that when I started her on these treats, they were being made in the USA. Resentfully I discovered that they are now produced in China. As we know, China produces some very high end products and some real crap as well. However, when it comes to food products that come from overseas a warning flag goes up in my mind, especially if they are coming from China. Personally I never noticed anything odd with our 14 year old dog's reaction to Happy Hips. Still, I decided that I did not want to subject her to a food product coming out of China.<br /><br />Does anyone know of another product like Happy Hips with Glucosamine (for the joints) in it, that is produced in the USA?",1.2193337560357022e-05
900,127521,127522,B005VOONKI,AVHN134ADVP4R,"A4Q96 ""Gadget Lover""",0,0,3,1334793600,"Smells nice, but weak coffee flavor","I got this because I was looking for a great coffee to make at work without a coffee machine or spending $2 on a cup.  Unfortunately I will have to keep searching.<br /><br />This smells really nice, but is very weak coffee.",2.3452707615094163e-05
20,536843,536844,B0081XIAUK,A1YP7ELTTTLP7M,krista,0,0,3,1333065600,Great for slowing down feeding time!,"This is a super easy puzzle it took my standard poodle who is about 6 months old about 3 minutes to figure it out the very first time. So I don't think it makes the best puzzle, but it is amazing at slowing down chow time.  I fill all four compartments up with kibble.  I holds about 2 cups of food, and it extends eating time from 2 minutes to 10 minutes.  Which means less gas for my dog and sweeter air for me.",2.3452707615094163e-05
1425,49378,49379,B000IHNCQO,A2XMNFJIQ8V9KR,not for me,1,1,1,1333929600,Not a fan,"If you like burnt cheese this is the snack for you. I'm not a fan, but im sure someone likes them.",1.2193337560357022e-05
901,240039,240040,B001VJ0B0I,A3IR834T7AROBT,Ed,1,1,3,1342310400,I Am Now Wondering!,"We have been feeding this product to our two Miniature Schnauzers for quite some time, they are picky about what they eat; Beniful has been on their approved list for some time, they do like it.  However after reading a few of the reviews on this product I felt compelled to pick up the bag and read the ingredients.  I'm not too impressed----animal digest, what is that?, sugar---hmmm, food color, loads of corn meal etc. and then the preservatives which I do understand.  I'm sure it has become a science of manufacturing to create a product that most dogs will like at the cheapest cost to make.  Our dogs have always done well at their annual physicals, so I know there is adequate nourishment in the product, however, I now think there are better and more healthful products available, probably at a premium price, ingredients that would include a higher percentage of meat and poultry and less corn and grain.<br /><br />Do the dogs like this?  Yes<br />Could Nestle improve the ingredients?  Yes<br />Would I purchase again?  Not Sure<br />Is this a bad product?  I don't think so, could just be better.<br />Is there a better product at this price point?  I would really like to know!<br /><br />Just a thought:  Kids like candy, doesn't mean it's good for them!",2.3452707615094163e-05
157,163547,163548,B0005ZYD4O,AMP7TQRWAIE84,"Adrian Cooper ""Letsgo2thestars""",0,6,1,1192579200,"Too sweet, and just plain disgusting. DON'T PURCHASE!!!!!!!!!!!!!!!!","These are too sweet, and the filling will give your teeth Hell. Over-sweetened and it tasted very, VERY processed!<br /><br />Don't say I didn't warn ya!!<br /><br />1 stars",1.2193337560357022e-05
1491,449299,449300,B001GVIRYS,A2J7L11I9NMTF4,Gerard J. Pinzone,4,5,3,1251072000,"Good product, but be wary of the hidden calories and carbs","This so called ""No Calorie Sweetener"" does indeed have calories!  According to the Splenda website, one cup of Splenda has 96 calories and 24 grams of carbohydrates.<br /><br />If you want a sweetener for baking, use a liquid Sucralose sweetener.",2.3452707615094163e-05
508,17395,17396,B001THQ7YQ,AEHLZWSA5XM9K,NA1982,1,1,2,1335225600,It's not what it seems...,"I ordered this product for my wife who remembered these things from childhood. Originally she wanted some Circus Peanuts, but upon seeing this product, she remembered the enjoyment she had as a child. At any rate, the Brach's Chicks & Rabbits was $9.99 for a 10.5 ounce package. I thought this was a little pricy, and could not easily determine how big of a package this actually was, but bought it anyway.<br /><br />We got the candy after a few days with Amazon Prime, but when it came, I was thoroughly disappointed. The package (not shipping material, but actual bag of candy) was in battered condition, but not being punctured, we kept it. The candy itself was very stale - and exactly like Circus Peanuts candy (just a different shape/color).<br /><br />In short, go for the $1.00 package of circus peanuts before spending $10 on this. My recommendation is to buy this product for nostalgia, not enjoyment.",1.2193337560357022e-05
171,231977,231978,B002RSVOLM,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",1,1,3,1275868800,"Effective Energy Drink, But The Cola Flavor Is Better!","Celsius Calorie Burner Green Tea Raspberry is every bit (or more so) as energizing as any of the other energy drinks (Monster, AMP, etc), but it has a bitter aftertaste. We tried this after trying the very good <a href=""http://www.amazon.com/gp/product/B00153B3KW"">Celsius Calorie Burner, Cola, 12-Ounce Cans (Pack of 24)</a>, but we were sadly disappointed by this flavor.<br /><br />While I can't really confirm that this actually burns 100 Calories just by drinking a whole can, it certainly would not surprise me since this does pack a serious kick. I drink a can of Celsius about a half hour before my workouts and it does seem to give me more energy throughout the whole hour and half or so. On occasions where I don't have time to grab a cup of my morning coffee, one of these does the job of waking me up just fine.<br /><br />A note of caution: I do have a high caffeine tolerance (cultivated through years of drinking ""too much"" coffee) so while this is fine for me, my teenage son tried one before his workout and got ""jittery"". Also, while not an issue about the drink, the can is made of very thin aluminum and is prone to ripping if you crush it, causing sharp edges that can (and did) cut fingers.<br /><br />Overall, this is an effect energy drink but it isn't as good tasting as the Cola flavor (which I even put it on automatic reorder). The Orange flavor is also better tasting.<br /><br />Highly Recommended!<br /><br />CFH",2.3452707615094163e-05
127,424056,424057,B003VMW1J2,A3EXVG88RNOJN2,Loooorri,3,3,1,1330905600,Do Not Buy! Buyer Beware!!,"If you order this item you will only receive four single servings, it is NOT four packs of four single servings. You will pay three dollers per serving for a small pudding cup that would only normally cost a twenty-five cents.",1.2193337560357022e-05
1333,83589,83590,B005ZBZLT4,#oc-R3LM5CZ7IBV2YB,Dale B Schafer,2,4,2,1329436800,Half a K-Cup?,"I at first thought I ordered the wrong product, and had to go back and check. This defeats much of the purpose of a K-Cup, having a sealed package with nitrogen gas to keep it fresh until ready to use. When I opened the bag, it was a great smell, as all the aroma escaped into the atmosphere!<br />Know how do you keep the rest fresh? Opening and closing a zip lock isn't going to cut it, as air gets in each time.<br />Also, without the cup, I don't think the coffee gets a chance to 'seep' long enough, as it seems a bit weak for something called Fog Cutter.<br />Think I'll avoid this one in the future.",1.2193337560357022e-05
868,257486,257487,B002TSA91G,A37WYE02Q3T5C8,Max Payne,0,1,1,1334102400,Avoid Dove Men+Care Body Wash!,"I barely get acne on my body. It does happen on my face occasionally.<br /><br />Guess what?<br />After using this Body Wash for a week, I started having acne all over my body.<br />Well, I did some research and the cause seems to be the petrolatum ingredient thats in this Body Wash. (All Dove Men+Care Body Wash products contain petrolatum.)<br /><br />I strongly recommend sticking to Dove Men+Care soap. From my knowledge, those are petrolatum free.<br />If you are not a soap person, I recommend giving Irish Spring Moisture Blast a try. That's one of my favorites.<br />Gillette is also a good brand as well.<br /><br />Once again, Dove Men+Care is only a good brand when it comes to soap.",1.2193337560357022e-05
240,120353,120354,B005K4Q37A,ATQGAT717JDB6,AshMan,2,3,1,1342569600,Could barely get through 2 sips..,Should have read more about the contents before ordering. I agree that more than Keurigs it tastes like the instant coffee that you get at rest stops. Really disappointed.,1.2193337560357022e-05
1164,213265,213266,B007RTR898,A1YICN22V5BHOS,mooni,0,0,1,1350432000,Hair loss after Clear shampoo!,At first I too loved this shampoo. After only 2 weeks (washing 3 times a week) my hair started falling out in huge amounts. I quit using it and after a month there seems to be less fall out. My once thick native hair is now weak and thin. My daughter also had the same results.,1.2193337560357022e-05
563,174809,174810,B0037QGKSK,A2BVOBG7YDSVOZ,"R. Padilla ""RMP""",1,1,2,1274918400,"Bad Texture, Decent Taste, Deceptive Ingredients","I was mostly disappointed with these snack bars. The flavor is okay -- definitely heavy on the dates taste -- but I absolutely hated the texture. It feels almost chalky or sandy in your mouth.<br /><br />While it doesn't purport to be organic, some reviewers have already said that this product is ""organic"" and ""natural"". This is not the case. While some organic ingredients are used, the bar is not 100% organic, like other products on the market. This is somewhat deceptive.<br /><br />Bottom line is that there are better tasting bars out there and some of them are true organic.",1.2193337560357022e-05
271,80347,80348,B0002XAG36,A36IMDTS7GO1EM,Stephen H. Kovacs,2,2,2,1180310400,Was not impressed,"I was disappointed in this product especially considering how exceptional the Salmon Oil they make is.<br /><br />This did not pass the 11 rescue dog test! They just turned up their noses. So did the other dogs here. Very tiny tidbits, as well.Buy an extra bottle of the Grizzly Salmon oil instead.",1.2193337560357022e-05
423,517577,517578,B00954NY46,A1RJO6Y57QQWG6,"Andrew chinn ""Movie buff""",0,2,1,1326412800,YUCH!,"Impressed,as always,with Amazon's expedient delivery. I perused customer reviews before ordering and felt comfortable with my choice (I was going to get the Emeril Bourbon Street blend , which I love) as reviewers gave this a great rating. I find it strong but bitter as opposed to strong and rich. Would not recommend this blend to anyone. No negatives to Amazon but wonder who could find this a pleasurable coffee.",1.2193337560357022e-05
50,127372,127373,B005VOONKI,A2ICKSJ6T7WIBO,Arthur Digbee,0,1,3,1339200000,"Great fragrance, disappointing when brewed","I love the smell when I open one of these foil pouches - whatever one thinks of the coffee, they have packed a great smell in every bag.<br /><br />As for the coffee, I normally like dark roasts. I expected this to be a medium roast, good for variety, but it's really a very light roast. There are some nice berry notes in the bean, but the coffee flavor is just too weak.<br /><br />It also brews up too weak. I don't know if there is too little coffee in the bod, or if the pouch material isn't as effective as others - but something's not quite right here.<br /><br />So: 4 stars for fragrance and berry notes, 2 stars for the pouch material, 3 stars if you like mild roasts.",2.3452707615094163e-05
1134,280437,280438,B005OVPKCI,AHPV4F8IVSC39,"Douglas B. Moran ""Computer+History/Politics+D...",1,1,3,1341100800,"Unsatisfying. Cinnamon is supposed to be an accent, not the predominant taste","The box says ""crunchy oat cereal with just a hint of CINNAMON"", but I would classify it has having a moderate cinnamon taste, which is a reasonable level for this type of product. I would have been disappointed if there was less. The problem is that here cinnamon is the predominant taste -- the underlying squares are quite bland.  In most recipes, cinnamon functions as an accent, and for good reason. Without a base flavor, the impact of the cinnamon is fleeting and unsatisfying.<br /><br />Although the box claims that the cinnamon is ""baked into"" the squares, a very noticeable amount winds up in the milk and on the side of the bowl (as specks), which is more what I would expect from it being a coating.<br /><br />The squares are definitely crunchy and stand up well to sitting in milk.<br /><br />3-stars = ""It's OK"" : I wouldn't buy it for myself, but I wouldn't refuse it if someone else served it to me.",2.3452707615094163e-05
1361,377719,377720,B001G0MG2I,AAJ361GDDI06D,Lucky777,0,0,3,1350864000,"good, but they put milk fat in it","good flavor.  i can only give it 3 stars because they put milk fat into it, which i do not want.  cocoa butter alone should have been sufficient.",2.3452707615094163e-05
1329,354200,354201,B006VRTQYC,A2O2I1HBT0POUS,Lucille Ewanko,2,2,1,1326499200,Inferior K-cup product,"Although the flavor of the coffee is good, the K-cup is not properly sealed.  The cover seal breaks when brewing, resulting in coffee grounds in the brewed coffee and coffee coffee grounds in the Keurig brewer.  This necessitates a thorough cleaning of the brewer each time a new K-cup is used.  I ordered and received two boxes of Tullys House Blend.  I have not opened the second box because of the inferior seal on the K-cup.",1.2193337560357022e-05
156,204964,204965,B0059YB880,A2NX6MFZP8TM6S,Deanokat,2,3,3,1328054400,Too sweet,"The texture of this jerky is good, and it's very moist compared to other turkey jerky I've had. However, I found the Teriyaki flavor much too sweet. I was hoping for a more subtle Teriyaki taste. To me, the flavor was a little overwhelming. There was no turkey flavor. Just the sweetness of the Teriyaki. I think 7 grams of sugar in a 1-ounce serving (1/3 of a package) seems like a lot. And look at the list of ingredients: Brown sugar is the #2 ingredient, sugar is the #4 ingredient, and pineapple juice concentrate is the #7 ingredient. That's quite a bit of sweetness. Too much sweetness for me.",2.3452707615094163e-05
246,365716,365717,B000OFAVAU,A143NLH46NA8QN,"Rebecca A. Bybee ""Rebecca A. Bybee""",0,0,2,1222992000,Has an unpleasant taste....,"I was disappointed in the quality of this coffee.  It has a weird whang to it - a bitter taste.  My husband tried it and said the same thing.  I don't know if I got a bad batch or what, but I won't be using this coffee except for emergency backup (when I'm out of good coffee).",1.2193337560357022e-05
1287,202916,202917,B004HZEAPK,A1HXT8JP66BS53,"Jonathan Brief ""Jibbertuck Lovebucket""",2,4,1,1329609600,"Much, much, much too expensive","The price of this water is over $2 per liter... which puts it in the price range of proper mineral water like Evian, Highland Spring, Volvic, etc.<br /><br />This water lacks almost all traces minerals, and is bland, characterless water. Definitely not worth the money.",1.2193337560357022e-05
1124,426104,426105,B000TQEWM2,A12EV3NDZKNSDP,Francine,0,0,1,1346630400,96 count gloria jean hazelnut kcup,I am totally disappointed. My order was for 96 k cups of Gloria Jean Hazelnut. I just opened the box and to my surprise I only received two 24 count boxes. When will I receive the other the next 48 kcups?,1.2193337560357022e-05
770,359261,359262,B0027UDYMM,AZWXQVKL28IY2,no pen name,1,1,2,1340323200,coffee pods,I expected full-bodied Columbian flavor as in other brand pods. However it was so weak in even a 6oz cup that i had to use 2 pods. Very disappointing. But did receive it quickly. Good if you like weak coffee,1.2193337560357022e-05
769,558532,558533,B001JIWOZQ,A3MNTY2I7BYRC8,Nkp,2,2,3,1313712000,"Very delicious, but contains MSG","These taste good, but I still prefer just regular salted pork rinds. Plus they have MSG added, probably from the red pepper spices used, because the regular salted ones does not.",2.3452707615094163e-05
1103,503603,503604,B007PSZCX0,AG0WLZFX3UUB0,Anna Davydova,0,4,1,1344729600,Nasty,"Out of the four blends of Starbucks coffee I have purchased and tried, this is by far the worst. Super bitter with a complementary disgusting after taste.",1.2193337560357022e-05
91,75211,75212,B0026RQTGE,A39JZ9W8P2PIFU,Vivek Puppala,2,7,3,1292371200,Best price...,"I'm not sure how much I like this product because I'm always a little concerned our puppies might choke on the Greenies which tend to be a bit small.  When it comes to oral hygiene, I actually prefer the CET chews:  <a href=""http://www.amazon.com/gp/product/B001P3PR54"">C.E.T. Enzymatic Oral Hygiene Chews for Petite Dogs, 30 Chews</a>.  Having said that, if you already know you like Greenies, this seems to be the best price anywhere...",2.3452707615094163e-05
1396,416756,416757,B001ELL3IM,AZ3C2A32W84CP,papobad,0,0,3,1346976000,bad packaging,"The peanut brittle was very good, but the packaging was terrible.  The candy all stuck together making one ""BIG"" piece of candy.  We had to crush the package & eat the candy like ""kibbles & bits.  Because of this, we would not buy again.  Perhaps they should insert wax paper between the pieces to keep them separate.",2.3452707615094163e-05
1377,139424,139425,B001O2IXCK,A1H2BU215K551Z,Golden Rose,2,2,2,1331337600,Adequate Cranberry - Apple Blend,"This juice bills itself as organic cranberry juice, but it is actually a cranberry - apple blend, and the bottles are labeled that they contain 95% juice.  If you know that is what you are getting, it is perfectly fine ""cranapple"" juice.  I used it in punches for a party, and it worked for what I needed.  I prefer my cranberry juices to be a little more tangy and vibrant; this is a little mild and bland for my taste.",1.2193337560357022e-05
1416,131368,131369,B001JGNJ84,AU6Z04RZAPBND,Nancy Diana,1,2,5,1269820800,Rudy Greens Chicken and Veggie ROCKS!!,"Our canine family is definitely on the RGDC kick at mealtime!!  We have three ""kids,"" Sturgis-the-Wonder-Peke, Bobette (aka Alien-Love-Child), and Ellie Mae Dobby Diana (our little rescue mix), who tolerated their dry food, but we could tell it wasn't something they got uber-excited about.  Yes, they'd eat it, but no one seemed to be doing the happy dance prior to meal-time.  Well, except for EMDD, who spent her first year being horribly neglected.  She does the happy dance for just about anything now that her life has turned around.  Anyway, the first time I put just a small spoonful of RGDC's over their dry food, our trio made it perfectly clear that this was absolutely the BEST food they've ever had!  Noses buried in their bowls, tails wagging while they ate, and not a drop or morsel left behind!!  Now, I am notified early every morning by Sturgis that it's time to get up and make breakfast.  And in the afternoon, he does the same thing.  EMDD makes us dizzy with her spinning happy dance.  And Bobette simply hops around (which, for her very low-key self is almost as strenuous as kick-boxing).  Meals vanish in record time!  I've realized that if we ever stop adding RGDC to mealtime, I will have a canine hunger strike staged in my kitchen.  There simply is no going back!!  Bravo to RGDC for bringing ""delicious"" back to dog bowls!!",2.2533840194512107e-06
686,19172,19173,B001E5E20O,A2SH7OWE8QJYNC,Kaleidocherry,3,3,3,1224979200,Slightly different from standard Earl Grey,This tea has an interesting scent in the can.  It's like bergamot overlaid with jasmine or some other unusual flower.  As a brewed tea it's all right but sniffing the dry tea was unpleasant.  I think we will stick with Republic of Tea or Yorkshire Gold.,2.3452707615094163e-05
